index,id,unit_type,street,suburb,region,country,postcode,lat,lon,doe,tel,prefix,suffix,email,name,status,open_hours,food1_pasta,food2_bread,food3_milk,food4_pie,food5_vet,capacity,rating
1212,1213,UNIT 2,THE ESPLANADE,UMINA BEACH,NSW,AU,2257,-33.523,151.325,2019-08,667364756,THE ESPLANADE1213,@cs.com,THE ESPLANADE1213@cs.com,THE ESPLANADE1213,TRUE,24Hours 7Days,45,55,30,41,101,25,4
1213,1214,UNIT 10,BURTON ROAD,SALISBURY,SA,AU,5108,-34.763,138.622,2010-05,437890453,BURTON1214,@aos.com,BURTON1214@aos.com,BURTON1214,TRUE,MON to FRI 11-14 16-19,53,77,22,47,89,10,4.6
1214,1215,UNIT 1,BUCHANAN CIRCUIT,OXENFORD,QLD,AU,4210,-27.925,153.304,2010-08,728165784,BUCHANAN CIRCUIT1215,@ln.com,BUCHANAN CIRCUIT1215@ln.com,BUCHANAN CIRCUIT1215,TRUE,24Hours 7Days,58,84,21,58,86,10,4.6
1215,1216,UNIT 1,MUSGRAVE STREET,BERSERKER,QLD,AU,4701,-23.371,150.521,2012-01,135359897,MUSGRAVE1216,@loveu.com,MUSGRAVE1216@loveu.com,MUSGRAVE1216,TRUE,MON to THU 8-17 FRI to SUN,58,57,24,51,101,25,4.5
1216,1217,UNIT 2,BERRY ROAD,BAYSWATER NORTH,VIC,AU,3153,-37.823,145.267,2019-12,381570461,BERRY1217,@pny.com,BERRY1217@pny.com,BERRY1217,TRUE,MON to FRI 11-14 16-19,45,82,26,41,119,30,4.4
1217,1218,SUITE 4,COURT ROAD,FAIRFIELD,NSW,AU,2165,-33.871,150.958,2013-05,676523425,COURT1218,@nath.com,COURT1218@nath.com,COURT1218,TRUE,MON to THU 8-17 FRI to SUN,45,50,24,46,101,15,4.5
1218,1219,UNIT 1,MENZIES DRIVE,PACIFIC PARADISE,QLD,AU,4564,-26.614,153.078,2010-09,451087789,MENZIES1219,@ln.com,MENZIES1219@ln.com,MENZIES1219,TRUE,MON to FRI 11-14 16-19,59,89,21,48,109,10,4.4
1219,1220,UNIT 3,DEBENHAM COURT,GREENWITH,SA,AU,5125,-34.769,138.713,2020-03,246541756,DEBENHAM1220,@ln.com,DEBENHAM1220@ln.com,DEBENHAM1220,TRUE,24H EXCEPT WED,41,71,26,42,101,20,4.6
1220,1221,UNIT 4,SEA STREET,TUGUN,QLD,AU,4224,-28.15,153.501,2010-05,720997826,SEA1221,@zoohoo.com,SEA1221@zoohoo.com,SEA1221,TRUE,MON to FRI 11-14 16-19,49,86,27,46,105,5,4.4
1221,1222,UNIT 2,LALOR CRESCENT,SUNBURY,VIC,AU,3429,-37.592,144.708,2013-03,263105993,LALOR CRESCENT1222,@ln.com,LALOR CRESCENT1222@ln.com,LALOR CRESCENT1222,TRUE,MON to FRI 8-17,51,74,27,53,113,25,4.7
1222,1223,UNIT 10,QUEEN STREET,SOUTHPORT,QLD,AU,4215,-27.972,153.401,2013-01,925896138,QUEEN1223,@coldmail.com,QUEEN1223@coldmail.com,QUEEN1223,TRUE,MON to THU 8-17 FRI to SUN,57,56,30,54,86,25,4.8
1223,1224,UNIT 3,MACQUARIE PLACE,MORTDALE,NSW,AU,2223,-33.973,151.076,2021-04,976195019,MACQUARIE1224,@why.com,MACQUARIE1224@why.com,MACQUARIE1224,TRUE,MON to THU 8-17 FRI to SUN,42,85,23,50,83,25,4.5
1224,1225,UNIT 1,SAPPHIRE COURT,LISMORE HEIGHTS,NSW,AU,2480,-28.803,153.308,2020-08,974327244,SAPPHIRE1225,@zane.com,SAPPHIRE1225@zane.com,SAPPHIRE1225,TRUE,24/7 NOT Available During PUBLIC VACATION,43,52,26,47,106,30,3.9
1225,1226,UNIT 7,HERVEY STREET,PACIFIC PINES,QLD,AU,4211,-27.925,153.315,2020-10,384896464,HERVEY1226,@xmail.com,HERVEY1226@xmail.com,HERVEY1226,TRUE,MON to THU 8-17 FRI to SUN,41,54,23,58,115,15,4.7
1226,1227,UNIT 10,WARUDA STREET,KIRRIBILLI,NSW,AU,2061,-33.851,151.218,2023-07,397561298,WARUDA1227,@whw.com,WARUDA1227@whw.com,WARUDA1227,TRUE,24H EXCEPT WED,53,67,24,52,91,30,4.1
1227,1228,UNIT 1,WEE WAA STREET,WALGETT,NSW,AU,2832,-30.021,148.113,2018-06,880463315,WEE WAA1228,@xmail.com,WEE WAA1228@xmail.com,WEE WAA1228,TRUE,MON to FRI 8-17,58,65,23,60,111,10,4.7
1228,1229,UNIT 2,STEPNEY STREET,STEPNEY,SA,AU,5069,-34.912,138.627,2020-05,472894930,STEPNEY1229,@pny.com,STEPNEY1229@pny.com,STEPNEY1229,TRUE,MON to THU 8-17 FRI to SUN,50,79,28,58,84,30,4.7
1229,1230,UNIT 1,DIANELLA PLACE,JABIRU,NT,AU,886,-12.679,132.833,2021-08,987712981,DIANELLA1230,@coldmail.com,DIANELLA1230@coldmail.com,DIANELLA1230,TRUE,24Hours 7Days,54,92,23,43,99,30,4.4
1230,1231,UNIT 1,MILLOO STREET,SWAN HILL,VIC,AU,3585,-35.331,143.563,2019-10,477105622,MILLOO1231,@nath.com,MILLOO1231@nath.com,MILLOO1231,TRUE,MON to FRI 8-17,56,77,23,47,97,25,4.7
1231,1232,UNIT 14,MIDDLE STREET,CLEVELAND,QLD,AU,4163,-27.527,153.28,2023-08,657395159,MIDDLE1232,@whw.com,MIDDLE1232@whw.com,MIDDLE1232,TRUE,MON to FRI 11-14 16-19,47,71,22,51,114,25,4.7
1232,1233,UNIT 1,ST LEONARDS ROAD,ST LEONARDS,TAS,AU,7250,-41.454,147.197,2018-07,528985565,ST LEONARDS1233,@whw.com,ST LEONARDS1233@whw.com,ST LEONARDS1233,TRUE,MON to FRI 8-17,54,74,26,53,93,15,4.4
1233,1234,UNIT 27,MOULDER STREET,ORANGE,NSW,AU,2800,-33.286,149.089,2020-01,861900257,MOULDER1234,@yahaa.com,MOULDER1234@yahaa.com,MOULDER1234,TRUE,MON to THU 8-17 FRI to SUN,60,80,30,44,113,30,3.9
1234,1235,UNIT 3,TRIBUTARY PLACE,LESCHENAULT,WA,AU,6233,-33.252,115.742,2012-01,338677218,TRIBUTARY1235,@yahaa.com,TRIBUTARY1235@yahaa.com,TRIBUTARY1235,TRUE,MON to FRI 11-14 16-19,47,77,20,56,96,5,4.7
1235,1236,UNIT 1,STATION ROAD,NEW GISBORNE,VIC,AU,3438,-37.462,144.597,2021-09,394964450,STATION1236,@xmail.com,STATION1236@xmail.com,STATION1236,TRUE,24H EXCEPT WED,59,76,22,54,117,25,4
1236,1237,UNIT 1,SOUTH PINE ROAD,EVERTON PARK,QLD,AU,4053,-27.405,152.99,2010-03,475540964,SOUTH PINE1237,@xmail.com,SOUTH PINE1237@xmail.com,SOUTH PINE1237,TRUE,MON to FRI 8-17,60,72,21,53,114,10,3.8
1237,1238,UNIT 2,WARRIGAL ROAD,BENTLEIGH EAST,VIC,AU,3165,-37.915,145.084,2022-05,334925287,WARRIGAL1238,@cs.com,WARRIGAL1238@cs.com,WARRIGAL1238,TRUE,24/7 NOT Available During PUBLIC VACATION,52,54,22,60,80,10,4.6
1238,1239,UNIT 2,NORTH ROAD,ORMOND,VIC,AU,3204,-37.905,145.045,2015-01,739429863,NORTH1239,@ln.com,NORTH1239@ln.com,NORTH1239,TRUE,24/7 NOT Available During PUBLIC VACATION,54,64,23,54,98,10,4.4
1239,1240,UNIT 1,CHARMAN ROAD,MENTONE,VIC,AU,3194,-37.978,145.054,2013-01,654601704,CHARMAN1240,@cs.com,CHARMAN1240@cs.com,CHARMAN1240,TRUE,24Hours 7Days,47,72,25,58,104,5,4.7
1240,1241,UNIT 2,VERNON STREET,NUNDAH,QLD,AU,4012,-27.402,153.068,2011-06,644582890,VERNON1241,@xmail.com,VERNON1241@xmail.com,VERNON1241,TRUE,24H EXCEPT WED,56,57,22,55,101,25,4.7
1241,1242,UNIT 3,DENISE STREET,LAKE HEIGHTS,NSW,AU,2502,-34.487,150.874,2011-02,748482027,DENISE1242,@nath.com,DENISE1242@nath.com,DENISE1242,TRUE,24H EXCEPT WED,57,70,28,49,99,20,4.5
1242,1243,UNIT 1,PARKIN STREET,ROCKINGHAM,WA,AU,6168,-32.279,115.719,2010-03,281095660,PARKIN1243,@pny.com,PARKIN1243@pny.com,PARKIN1243,TRUE,24H EXCEPT WED,60,87,24,46,116,15,4.5
1243,1244,UNIT 4,MERTONVALE CIRCUIT,KINGSTON,TAS,AU,7050,-42.982,147.294,2010-02,512986605,MERTONVALE CIRCUIT1244,@why.com,MERTONVALE CIRCUIT1244@why.com,MERTONVALE CIRCUIT1244,TRUE,24Hours 7Days,53,95,22,53,119,5,4.4
1244,1245,UNIT 1,ANDERSON STREET,CHATSWOOD,NSW,AU,2067,-33.793,151.181,2011-10,460353006,ANDERSON1245,@zane.com,ANDERSON1245@zane.com,ANDERSON1245,TRUE,24H EXCEPT WED,51,71,28,40,87,5,3.9
1245,1246,UNIT 9,NUDGEE ROAD,HAMILTON,QLD,AU,4007,-27.432,153.072,2013-04,344993262,NUDGEE1246,@pny.com,NUDGEE1246@pny.com,NUDGEE1246,TRUE,MON to THU 8-17 FRI to SUN,53,83,24,52,109,20,4.3
1246,1247,UNIT 7,STEVENS STREET,PORT HEDLAND,WA,AU,6721,-20.31,118.605,2021-09,357322224,STEVENS1247,@zoohoo.com,STEVENS1247@zoohoo.com,STEVENS1247,TRUE,MON to FRI 8-17,44,67,28,45,92,20,4
1247,1248,UNIT 3,HECTOR STREET WEST,OSBORNE PARK,WA,AU,6017,-31.902,115.818,2013-01,193301997,HECTOR WEST1248,@whw.com,HECTOR WEST1248@whw.com,HECTOR WEST1248,TRUE,24/7 NOT Available During PUBLIC VACATION,52,57,23,50,115,15,4.7
1248,1249,UNIT 5,MINES ROAD,RINGWOOD EAST,VIC,AU,3135,-37.806,145.246,2023-10,732138989,MINES1249,@cs.com,MINES1249@cs.com,MINES1249,TRUE,24H EXCEPT WED,49,98,24,43,87,30,4.6
1249,1250,UNIT 17,WAITAKI STREET,LETHBRIDGE PARK,NSW,AU,2770,-33.735,150.799,2018-01,932204024,WAITAKI1250,@pny.com,WAITAKI1250@pny.com,WAITAKI1250,TRUE,24/7 NOT Available During PUBLIC VACATION,47,80,28,51,103,15,4.6
1250,1251,UNIT 1,KALULAH AVENUE,GOROKAN,NSW,AU,2263,-33.251,151.511,2011-06,226610680,KALULAH1251,@ln.com,KALULAH1251@ln.com,KALULAH1251,TRUE,24/7 NOT Available During PUBLIC VACATION,60,79,21,44,117,30,4.7
1251,1252,UNIT 3,MALE STREET,BRIGHTON,VIC,AU,3186,-37.915,144.999,2022-09,439807484,MALE1252,@coldmail.com,MALE1252@coldmail.com,MALE1252,TRUE,MON to FRI 8-17,46,82,26,45,85,5,4.7
1252,1253,UNIT 2,LEADER STREET,GOODWOOD,SA,AU,5034,-34.949,138.589,2018-08,681995784,LEADER1253,@cs.com,LEADER1253@cs.com,LEADER1253,TRUE,24H EXCEPT WED,49,88,25,49,86,30,4.7
1253,1254,UNIT 2,EDEN WAY,YEPPOON,QLD,AU,4703,-23.12,150.736,2011-12,350047753,EDEN WAY1254,@xmail.com,EDEN WAY1254@xmail.com,EDEN WAY1254,TRUE,MON to THU 8-17 FRI to SUN,46,63,22,55,99,5,4.6
1254,1255,UNIT 4,LEWIS ROAD,WANTIRNA SOUTH,VIC,AU,3152,-37.868,145.252,2023-11,681045513,LEWIS1255,@cs.com,LEWIS1255@cs.com,LEWIS1255,TRUE,MON to FRI 11-14 16-19,58,100,30,44,101,25,4.6
1255,1256,UNIT 1,FOURTH AVENUE,PALM BEACH,QLD,AU,4221,-28.123,153.473,2011-11,415190539,FOURTH1256,@aos.com,FOURTH1256@aos.com,FOURTH1256,TRUE,24H EXCEPT WED,48,96,29,54,86,10,3.8
1256,1257,UNIT 2,WHITEHORSE ROAD,BALWYN,VIC,AU,3103,-37.812,145.078,2022-03,698420748,WHITEHORSE1257,@coldmail.com,WHITEHORSE1257@coldmail.com,WHITEHORSE1257,TRUE,24H EXCEPT WED,47,66,26,46,116,15,4.1
1257,1258,UNIT 5,COOLUM TERRACE,COOLUM BEACH,QLD,AU,4573,-26.535,153.093,2012-02,515395085,COOLUM1258,@zoohoo.com,COOLUM1258@zoohoo.com,COOLUM1258,TRUE,24H EXCEPT WED,54,58,30,59,102,15,4.8
1258,1259,UNIT 4,BARRIER REEF DRIVE,MERMAID WATERS,QLD,AU,4218,-28.047,153.414,2014-08,377261576,BARRIER REEF1259,@ln.com,BARRIER REEF1259@ln.com,BARRIER REEF1259,TRUE,24H EXCEPT WED,50,91,25,54,84,30,4.6
1259,1260,UNIT 1,NELSON ROAD,MOUNT NELSON,TAS,AU,7007,-42.911,147.325,2013-08,930541071,NELSON1260,@whw.com,NELSON1260@whw.com,NELSON1260,TRUE,24Hours 7Days,58,97,29,56,83,10,4.6
1260,1261,UNIT 2,KALLAROO ROAD,UMINA BEACH,NSW,AU,2257,-33.525,151.305,2022-07,816672272,KALLAROO1261,@whw.com,KALLAROO1261@whw.com,KALLAROO1261,TRUE,24H EXCEPT WED,51,63,22,43,81,15,4.2
1261,1262,UNIT 1,HEATHERTON ROAD,SPRINGVALE,VIC,AU,3171,-37.963,145.155,2014-03,251129361,HEATHERTON1262,@zane.com,HEATHERTON1262@zane.com,HEATHERTON1262,TRUE,24/7 NOT Available During PUBLIC VACATION,40,73,29,41,105,10,4.6
1262,1263,UNIT 1,BAYLISS STREET,TOOWONG,QLD,AU,4066,-27.48,152.991,2019-09,545664530,BAYLISS1263,@coldmail.com,BAYLISS1263@coldmail.com,BAYLISS1263,TRUE,MON to FRI 8-17,40,54,20,56,101,5,4.1
1263,1264,UNIT 1,MAVIS CRESCENT,KINGS PARK,VIC,AU,3021,-37.734,144.779,2023-04,540569112,MAVIS CRESCENT1264,@aos.com,MAVIS CRESCENT1264@aos.com,MAVIS CRESCENT1264,TRUE,24Hours 7Days,40,93,21,55,85,5,4
1264,1265,UNIT 1,STOTT COURT,WODONGA,VIC,AU,3690,-36.137,146.87,2017-06,366145048,STOTT1265,@cs.com,STOTT1265@cs.com,STOTT1265,TRUE,24/7 NOT Available During PUBLIC VACATION,60,87,22,43,102,5,4.8
1265,1266,UNIT 2,ALLUM STREET,BANKSTOWN,NSW,AU,2200,-33.916,151.026,2010-01,833695258,ALLUM1266,@whw.com,ALLUM1266@whw.com,ALLUM1266,TRUE,24H EXCEPT WED,54,92,26,44,85,20,4.7
1266,1267,UNIT 4,RUSHALL CRESCENT,FITZROY NORTH,VIC,AU,3068,-37.782,144.99,2022-01,795618843,RUSHALL CRESCENT1267,@zane.com,RUSHALL CRESCENT1267@zane.com,RUSHALL CRESCENT1267,TRUE,MON to THU 8-17 FRI to SUN,40,81,24,51,114,25,4.3
1267,1268,UNIT 1,NINO COURT,OLD BEACH,TAS,AU,7017,-42.753,147.274,2016-09,265784860,NINO1268,@coldmail.com,NINO1268@coldmail.com,NINO1268,TRUE,MON to FRI 11-14 16-19,45,56,22,51,80,20,4.1
1268,1269,UNIT 2,PRINCES HIGHWAY,WEST WOLLONGONG,NSW,AU,2500,-34.433,150.864,2020-10,417844769,PRINCES1269,@hrs.com,PRINCES1269@hrs.com,PRINCES1269,TRUE,24H EXCEPT WED,58,81,26,48,88,30,3.9
1269,1270,UNIT 6,KEIDGES ROAD,BELLBIRD PARK,QLD,AU,4300,-27.649,152.872,2015-03,657616418,KEIDGES1270,@pny.com,KEIDGES1270@pny.com,KEIDGES1270,TRUE,MON to THU 8-17 FRI to SUN,40,51,27,45,120,10,4.8
1270,1271,UNIT 2,HECTORVILLE ROAD,HECTORVILLE,SA,AU,5073,-34.89,138.664,2021-10,134925861,HECTORVILLE1271,@loveu.com,HECTORVILLE1271@loveu.com,HECTORVILLE1271,TRUE,MON to FRI 11-14 16-19,40,69,24,43,91,20,4.3
1271,1272,UNIT 26,PACIFIC HIGHWAY,BROADWATER,NSW,AU,2472,-29.015,153.431,2012-01,408620583,PACIFIC1272,@xmail.com,PACIFIC1272@xmail.com,PACIFIC1272,TRUE,MON to FRI 11-14 16-19,48,95,24,44,108,5,4.5
1272,1273,UNIT 10,NATALIE CLOSE,LAKE HAVEN,NSW,AU,2263,-33.249,151.506,2010-07,432205353,NATALIE1273,@nath.com,NATALIE1273@nath.com,NATALIE1273,TRUE,24/7 NOT Available During PUBLIC VACATION,53,76,26,58,83,5,4.7
1273,1274,UNIT 6,CHANDLER ROAD,BORONIA,VIC,AU,3155,-37.86,145.29,2021-05,147197491,CHANDLER1274,@hrs.com,CHANDLER1274@hrs.com,CHANDLER1274,TRUE,24/7 NOT Available During PUBLIC VACATION,53,58,20,44,89,25,3.9
1274,1275,UNIT 1,CONSTITUTION ROAD,DULWICH HILL,NSW,AU,2203,-33.903,151.14,2021-07,447688252,CONSTITUTION1275,@yahaa.com,CONSTITUTION1275@yahaa.com,CONSTITUTION1275,TRUE,MON to THU 8-17 FRI to SUN,54,95,27,56,96,10,4.1
1275,1276,UNIT 55,WESTBURY ROAD,PROSPECT,TAS,AU,7250,-41.474,147.131,2012-03,265915969,WESTBURY1276,@xmail.com,WESTBURY1276@xmail.com,WESTBURY1276,TRUE,MON to THU 8-17 FRI to SUN,46,83,22,56,111,30,4.2
1276,1277,UNIT 7,JUNCTION ROAD,LITTLEHAMPTON,SA,AU,5250,-35.048,138.865,2017-07,368422472,JUNCTION1277,@ln.com,JUNCTION1277@ln.com,JUNCTION1277,TRUE,MON to FRI 8-17,42,71,23,40,97,15,3.8
1277,1278,UNIT 4,BATT STREET,JAMISONTOWN,NSW,AU,2750,-33.767,150.685,2010-07,240102985,BATT1278,@xmail.com,BATT1278@xmail.com,BATT1278,TRUE,24H EXCEPT WED,51,81,27,43,109,15,4.1
1278,1279,UNIT 4,PORT DOUGLAS ROAD,PORT DOUGLAS,QLD,AU,4877,-16.512,145.464,2016-03,678604368,PORT DOUGLAS1279,@ln.com,PORT DOUGLAS1279@ln.com,PORT DOUGLAS1279,TRUE,MON to FRI 8-17,55,79,20,48,96,30,4.2
1279,1280,UNIT 3,SURREY STREET,MINTO,NSW,AU,2566,-34.023,150.846,2021-09,823979606,SURREY1280,@loveu.com,SURREY1280@loveu.com,SURREY1280,TRUE,MON to THU 8-17 FRI to SUN,52,68,24,50,87,5,4.5
1280,1281,UNIT 1,COLIN AVENUE,FRANKSTON,VIC,AU,3199,-38.135,145.132,2018-12,936611417,COLIN1281,@ln.com,COLIN1281@ln.com,COLIN1281,TRUE,MON to THU 8-17 FRI to SUN,43,92,29,47,103,10,4.7
1281,1282,UNIT 403,EUSTON WALK,MAWSON LAKES,SA,AU,5095,-34.807,138.615,2023-10,374050398,EUSTON WALK1282,@xmail.com,EUSTON WALK1282@xmail.com,EUSTON WALK1282,TRUE,24H EXCEPT WED,53,80,26,54,89,5,4.8
1282,1283,UNIT 2,KERNAN STREET,STRATHMORE,VIC,AU,3041,-37.736,144.913,2023-08,556109408,KERNAN1283,@cs.com,KERNAN1283@cs.com,KERNAN1283,TRUE,24H EXCEPT WED,48,60,30,59,88,25,4.8
1283,1284,UNIT 2,AITKEN STREET,GISBORNE,VIC,AU,3437,-37.491,144.591,2022-05,123350624,AITKEN1284,@nath.com,AITKEN1284@nath.com,AITKEN1284,TRUE,MON to FRI 11-14 16-19,52,97,27,41,105,25,4
1284,1285,UNIT 1,SHORT STREET,FORSTER,NSW,AU,2428,-32.191,152.513,2021-10,361688675,SHORT1285,@whw.com,SHORT1285@whw.com,SHORT1285,TRUE,MON to FRI 8-17,55,52,22,46,99,10,4.8
1285,1286,UNIT 3,GARFIELD STREET,CHELTENHAM,VIC,AU,3192,-37.96,145.052,2020-01,355872357,GARFIELD1286,@hrs.com,GARFIELD1286@hrs.com,GARFIELD1286,TRUE,MON to THU 8-17 FRI to SUN,50,85,26,55,83,10,4.1
1286,1287,SHOP 8,RUTHVEN STREET,SOUTH TOOWOOMBA,QLD,AU,4350,-27.571,151.95,2011-07,509210221,RUTHVEN1287,@cs.com,RUTHVEN1287@cs.com,RUTHVEN1287,TRUE,MON to FRI 11-14 16-19,52,67,30,45,106,25,4.2
1287,1288,UNIT 1,DENNYS COURT,GROVEDALE,VIC,AU,3216,-38.192,144.341,2014-03,824143472,DENNYS1288,@ln.com,DENNYS1288@ln.com,DENNYS1288,TRUE,MON to FRI 11-14 16-19,44,83,21,49,119,15,4.6
1288,1289,UNIT 1,BAILLIE STREET,HORSHAM,VIC,AU,3400,-36.712,142.201,2018-03,407572080,BAILLIE1289,@xmail.com,BAILLIE1289@xmail.com,BAILLIE1289,TRUE,24/7 NOT Available During PUBLIC VACATION,45,91,29,48,85,15,4.2
1289,1290,UNIT 2,DIBAR STREET,WYNNUM,QLD,AU,4178,-27.45,153.173,2020-04,805645939,DIBAR1290,@hrs.com,DIBAR1290@hrs.com,DIBAR1290,TRUE,MON to FRI 8-17,56,61,23,43,110,10,4.7
1290,1291,SHOP 2,FLETCHER STREET,BYRON BAY,NSW,AU,2481,-28.644,153.614,2022-01,846532215,FLETCHER1291,@zoohoo.com,FLETCHER1291@zoohoo.com,FLETCHER1291,TRUE,24Hours 7Days,47,81,28,55,103,5,4.1
1291,1292,UNIT 4,VICTOR STREET,ALEXANDRA HEADLAND,QLD,AU,4572,-26.675,153.112,2023-12,917843575,VICTOR1292,@coldmail.com,VICTOR1292@coldmail.com,VICTOR1292,TRUE,MON to FRI 8-17,47,82,21,55,96,30,4.5
1292,1293,UNIT 3,PHILIP STREET,FANNIE BAY,NT,AU,820,-12.422,130.837,2012-09,587542138,PHILIP1293,@hrs.com,PHILIP1293@hrs.com,PHILIP1293,TRUE,MON to FRI 8-17,57,90,28,41,114,20,4.2
1293,1294,UNIT 1,LOVETT STREET,ULVERSTONE,TAS,AU,7315,-41.167,146.165,2020-03,787041916,LOVETT1294,@nath.com,LOVETT1294@nath.com,LOVETT1294,TRUE,MON to FRI 11-14 16-19,53,88,24,59,107,5,4.5
1294,1295,TOWNHOUSE 2,HIGH STREET,MALVERN,VIC,AU,3144,-37.858,145.039,2010-12,803704447,HIGH1295,@yahaa.com,HIGH1295@yahaa.com,HIGH1295,TRUE,MON to FRI 8-17,59,66,22,46,95,10,4.8
1295,1296,UNIT 21,CASEY DRIVE,LALOR,VIC,AU,3075,-37.675,145.044,2022-01,245100161,CASEY1296,@zoohoo.com,CASEY1296@zoohoo.com,CASEY1296,TRUE,24/7 NOT Available During PUBLIC VACATION,59,83,26,53,102,15,4.7
1296,1297,UNIT 1,GRETANA STREET,DANDENONG,VIC,AU,3175,-38.001,145.208,2016-08,853773954,GRETANA1297,@xmail.com,GRETANA1297@xmail.com,GRETANA1297,TRUE,24H EXCEPT WED,51,90,29,59,91,20,4.5
1297,1298,UNIT 3,INDIA STREET,CAPALABA,QLD,AU,4157,-27.53,153.202,2012-04,597249665,INDIA1298,@nath.com,INDIA1298@nath.com,INDIA1298,TRUE,24H EXCEPT WED,58,81,28,55,85,10,3.9
1298,1299,UNIT 8,DALY STREET,BELMONT,WA,AU,6104,-31.947,115.932,2016-11,310554252,DALY1299,@zoohoo.com,DALY1299@zoohoo.com,DALY1299,TRUE,MON to FRI 11-14 16-19,48,84,27,40,114,5,4.7
1299,1300,UNIT 1,ANTIBES STREET,PARKDALE,VIC,AU,3195,-37.994,145.071,2019-07,393498255,ANTIBES1300,@zane.com,ANTIBES1300@zane.com,ANTIBES1300,TRUE,24Hours 7Days,47,98,25,48,103,30,4.4
1300,1301,UNIT 5,ST ALBANS STREET,ABBOTSFORD,NSW,AU,2046,-33.851,151.127,2017-07,104025748,ST ALBANS1301,@zane.com,ST ALBANS1301@zane.com,ST ALBANS1301,TRUE,24/7 NOT Available During PUBLIC VACATION,52,93,30,43,114,25,4.5
1301,1302,UNIT 1,PEEL STREET,NORTH MELBOURNE,VIC,AU,3051,-37.804,144.956,2021-05,608824980,PEEL1302,@zane.com,PEEL1302@zane.com,PEEL1302,TRUE,24/7 NOT Available During PUBLIC VACATION,46,70,28,58,82,20,4.7
1302,1303,UNIT 1,PITT STREET,ST JAMES,WA,AU,6102,-32.004,115.912,2015-04,805965465,PITT1303,@zane.com,PITT1303@zane.com,PITT1303,TRUE,24/7 NOT Available During PUBLIC VACATION,48,68,22,47,116,10,4.7
1303,1304,UNIT 2,THACKERAY ROAD,RESERVOIR,VIC,AU,3073,-37.722,145.016,2014-11,749252253,THACKERAY1304,@nath.com,THACKERAY1304@nath.com,THACKERAY1304,TRUE,24/7 NOT Available During PUBLIC VACATION,40,54,24,54,112,20,4.5
1304,1305,UNIT 1,BELOKA CLOSE,JINDABYNE,NSW,AU,2627,-36.421,148.613,2018-05,273092256,BELOKA1305,@loveu.com,BELOKA1305@loveu.com,BELOKA1305,TRUE,24/7 NOT Available During PUBLIC VACATION,59,66,29,57,81,30,4.6
1305,1306,UNIT 1,ABBOTT WAY,WILSON,WA,AU,6107,-32.015,115.905,2010-05,127299239,ABBOTT WAY1306,@hrs.com,ABBOTT WAY1306@hrs.com,ABBOTT WAY1306,TRUE,24H EXCEPT WED,58,63,26,53,117,5,4.8
1306,1307,UNIT 4,WHITEHORSE ROAD,SURREY HILLS,VIC,AU,3127,-37.813,145.092,2015-12,142249646,WHITEHORSE1307,@cs.com,WHITEHORSE1307@cs.com,WHITEHORSE1307,TRUE,MON to FRI 8-17,52,98,25,50,94,5,4.6
1307,1308,UNIT 1,PIER STREET,GLENELG SOUTH,SA,AU,5045,-34.985,138.515,2011-07,473263794,PIER1308,@aos.com,PIER1308@aos.com,PIER1308,TRUE,24H EXCEPT WED,55,65,25,53,113,25,4.2
1308,1309,UNIT 1,HOUSTON ROAD,KINGSFORD,NSW,AU,2032,-33.923,151.226,2018-04,504073909,HOUSTON1309,@loveu.com,HOUSTON1309@loveu.com,HOUSTON1309,TRUE,MON to FRI 11-14 16-19,47,97,25,47,115,20,4.2
1309,1310,UNIT 7,GENINE AVENUE,HEATHERTON,VIC,AU,3202,-37.954,145.085,2014-10,743739063,GENINE1310,@loveu.com,GENINE1310@loveu.com,GENINE1310,TRUE,24H EXCEPT WED,45,81,23,56,82,30,4.8
1310,1311,UNIT 5,CENTREWAY,MORDIALLOC,VIC,AU,3195,-38.008,145.086,2019-08,394489528,CENTREWAY1311,@aos.com,CENTREWAY1311@aos.com,CENTREWAY1311,TRUE,MON to THU 8-17 FRI to SUN,46,80,21,46,106,20,3.9
1311,1312,OFFICE 5,MONA VALE ROAD,ST IVES,NSW,AU,2075,-33.73,151.162,2021-08,927739576,MONA VALE1312,@nath.com,MONA VALE1312@nath.com,MONA VALE1312,TRUE,24Hours 7Days,50,80,26,58,118,15,4.5
1312,1313,UNIT 2,PRIMULA AVENUE,BROOKLYN,VIC,AU,3012,-37.824,144.846,2015-08,816565949,PRIMULA1313,@aos.com,PRIMULA1313@aos.com,PRIMULA1313,TRUE,MON to THU 8-17 FRI to SUN,48,77,29,60,102,30,4.3
1313,1314,UNIT 1,WARRAH STREET,ETTALONG BEACH,NSW,AU,2257,-33.522,151.327,2019-12,176189118,WARRAH1314,@nath.com,WARRAH1314@nath.com,WARRAH1314,TRUE,MON to FRI 8-17,55,80,26,44,93,15,4.6
1314,1315,UNIT 1,MARFELL ROAD,WARRNAMBOOL,VIC,AU,3280,-38.396,142.505,2010-11,151875263,MARFELL1315,@whw.com,MARFELL1315@whw.com,MARFELL1315,TRUE,MON to FRI 8-17,45,94,25,53,115,15,4.4
1315,1316,UNIT 23,VIEW CRESCENT,ARANA HILLS,QLD,AU,4054,-27.387,152.951,2010-12,877383357,VIEW CRESCENT1316,@pny.com,VIEW CRESCENT1316@pny.com,VIEW CRESCENT1316,TRUE,24H EXCEPT WED,53,86,20,59,102,30,3.9
